ID,Pred
2026_1101_1172,0.15868690825115103
2026_1101_1173,0.07518257930892126
2026_1101_1174,0.516918801770971
2026_1101_1175,0.9099980370097763
2026_1101_1176,0.5535785385982962
2026_1101_1177,0.08559961085887868
2026_1101_1178,0.47028027520077426
2026_1101_1179,0.3375405872794019
2026_1101_1180,0.41249293746048027
2026_1101_1181,0.01137654987012961
2026_1101_1182,0.16745010151347206
2026_1101_1183,0.7780585800810434
2026_1101_1184,0.6401407808905969
2026_1101_1185,0.628212528872306
2026_1101_1186,0.4569856045104167
2026_1101_1187,0.3020720772790392
2026_1101_1188,0.5712787539923281
2026_1101_1189,0.5038403382402838
2026_1101_1190,0.38236930441540795
2026_1101_1191,0.4924491441928901
2026_1101_1192,0.810943308381115
2026_1101_1193,0.5118075565403835
2026_1101_1194,0.19504018739177215
2026_1101_1195,0.5681343622051392
2026_1101_1196,0.009785568401760413
2026_1101_1197,0.8148620800929726
2026_1101_1198,0.38388087153121087
2026_1101_1199,0.0854790147842122
2026_1101_1200,0.2089702170422565
2026_1101_1201,0.22321162320511648
2026_1101_1202,0.4456527012643046
2026_1101_1203,0.1590615855924275
2026_1101_1204,0.5053788672821907
2026_1101_1205,0.8367462269816255
2026_1101_1206,0.12810082455880678
2026_1101_1207,0.10729918692110826
2026_1101_1208,0.035446384035337966
2026_1101_1209,0.648808547086724
2026_1101_1210,0.16877133138625255
2026_1101_1211,0.02937207435298413
2026_1101_1212,0.863167099325658
2026_1101_1213,0.0784320939967449
2026_1101_1214,0.5096238873126476
2026_1101_1217,0.30148989581851476
2026_1101_1218,0.22351804206367307
2026_1101_1219,0.22688659620682294
2026_1101_1220,0.23381475898483628
2026_1101_1221,0.8042290482373287
2026_1101_1222,0.011586542128696099
2026_1101_1223,0.7772148150325661
2026_1101_1224,0.6485498001284599
2026_1101_1225,0.4691878151877387
2026_1101_1226,0.6359346569950627
2026_1101_1227,0.20137220633226408
2026_1101_1228,0.018260808992600547
2026_1101_1229,0.15134034805110919
2026_1101_1230,0.7256115619715227
2026_1101_1231,0.03766832178057344
2026_1101_1232,0.3324449318855036
2026_1101_1233,0.5310896449464472
2026_1101_1234,0.030768595223633087
2026_1101_1235,0.013065027239369276
2026_1101_1236,0.5223285563416934
2026_1101_1237,0.7572619533629492
2026_1101_1238,0.863880524559801
2026_1101_1239,0.6237819013295605
2026_1101_1240,0.3455886841167055
2026_1101_1241,0.3638064898702545
2026_1101_1242,0.019907336097116056
2026_1101_1243,0.08872318554174197
2026_1101_1244,0.30495362935777437
2026_1101_1245,0.2865254171900712
2026_1101_1246,0.02748215026837214
2026_1101_1247,0.3691548758915429
2026_1101_1248,0.7296453965217108
2026_1101_1249,0.6931900536808183
2026_1101_1250,0.6291864432326384
2026_1101_1251,0.1479325323167373
2026_1101_1252,0.40291382242184454
2026_1101_1253,0.5361183217034151
2026_1101_1254,0.5001898399241014
2026_1101_1255,0.6220268482888298
2026_1101_1256,0.35342856591276844
2026_1101_1257,0.032714218192423865
2026_1101_1258,0.23832974395140827
2026_1101_1259,0.7264562865080424
2026_1101_1260,0.3700448568043096
2026_1101_1261,0.07751600405315898
2026_1101_1262,0.7130573944627516
2026_1101_1263,0.8026638909562324
2026_1101_1264,0.6878253196074575
2026_1101_1265,0.45549304065346263
2026_1101_1266,0.07596683148552505
2026_1101_1267,0.4192137678257033
2026_1101_1268,0.07849169807915364
2026_1101_1269,0.46684027309595216
2026_1101_1270,0.22084185320212418
2026_1101_1271,0.878716388378741
2026_1101_1272,0.22454872193107364
2026_1101_1273,0.4291202233718106
2026_1101_1274,0.04991491921526491
2026_1101_1275,0.1442611529150911
2026_1101_1276,0.007279115561139537
2026_1101_1277,0.013252764312635437
2026_1101_1278,0.059094017020111106
2026_1101_1279,0.06326185847901121
2026_1101_1280,0.07392909685476452
2026_1101_1281,0.029137885395372907
2026_1101_1282,0.8462251994226319
2026_1101_1283,0.47383906753552146
2026_1101_1284,0.3494607004641792
2026_1101_1285,0.44350101613375303
2026_1101_1286,0.44345817756983047
2026_1101_1287,0.609835773471966
2026_1101_1288,0.8263416305040611
2026_1101_1290,0.9574498413834425
2026_1101_1291,0.5034795330101571
2026_1101_1292,0.32305054427769475
2026_1101_1293,0.2215298164504773
2026_1101_1294,0.38149794320901736
2026_1101_1295,0.3006068312702404
2026_1101_1296,0.6705639926549516
2026_1101_1297,0.44502292434728774
2026_1101_1298,0.3456696498958474
2026_1101_1299,0.5470485388110816
2026_1101_1300,0.8540853619141158
2026_1101_1301,0.05592652120155568
2026_1101_1303,0.5477261900845116
2026_1101_1304,0.016985598751186163
2026_1101_1305,0.07767980388163329
2026_1101_1306,0.8396054390196005
2026_1101_1307,0.048664402982881834
2026_1101_1308,0.43549282919276294
2026_1101_1309,0.5595452785468902
2026_1101_1310,0.7813209015239214
2026_1101_1311,0.6268026237603442
2026_1101_1312,0.7216043069630141
2026_1101_1313,0.738045457061828
2026_1101_1314,0.03423820839634971
2026_1101_1315,0.5716242462416763
2026_1101_1316,0.7850607572393361
2026_1101_1317,0.20146995133086112
2026_1101_1318,0.6382711800185984
2026_1101_1319,0.7112770644897961
2026_1101_1320,0.16778196060831127
2026_1101_1321,0.05567815386910674
2026_1101_1322,0.7118562069922951
2026_1101_1323,0.11446163334652082
2026_1101_1324,0.4720690930210519
2026_1101_1325,0.44043687155069083
2026_1101_1326,0.034048282053584455
2026_1101_1328,0.04777377076944373
2026_1101_1329,0.06115139917652698
2026_1101_1330,0.545352523549676
2026_1101_1331,0.6932333768326654
2026_1101_1332,0.0708097592794752
2026_1101_1333,0.19228327474945814
2026_1101_1334,0.21539962925593598
2026_1101_1335,0.3285684172499414
2026_1101_1336,0.10057334761119475
2026_1101_1337,0.3849315271864992
2026_1101_1338,0.11330554624071897
2026_1101_1339,0.35165098606978235
2026_1101_1340,0.4361754302354531
2026_1101_1341,0.8612053528442575
2026_1101_1342,0.6722802615492985
2026_1101_1343,0.46318385046916544
2026_1101_1344,0.07379094976925889
2026_1101_1345,0.016764527490440523
2026_1101_1346,0.44833910728264526
2026_1101_1347,0.5822607670664406
2026_1101_1348,0.2334067139157874
2026_1101_1349,0.35808741489607865
2026_1101_1350,0.26994142164105683
2026_1101_1351,0.7859994855450153
2026_1101_1352,0.2968043527439335
2026_1101_1353,0.08812894122675419
2026_1101_1354,0.8937447572195164
2026_1101_1355,0.55979128368565
2026_1101_1356,0.1944521655619295
2026_1101_1357,0.5692612170874474
2026_1101_1358,0.18302940229977518
2026_1101_1359,0.37612673065279084
2026_1101_1360,0.3934826781011513
2026_1101_1361,0.04840643657265335
2026_1101_1362,0.19187466089336833
2026_1101_1363,0.259938869976973
2026_1101_1364,0.2686380674877079
2026_1101_1365,0.057446454032533116
2026_1101_1367,0.6871192471585464
2026_1101_1368,0.7578351364396672
2026_1101_1369,0.5388478153571831
2026_1101_1370,0.1822154204148532
2026_1101_1371,0.059558210143375166
2026_1101_1372,0.3069830150217646
2026_1101_1373,0.4170717715357886
2026_1101_1374,0.05958357560494651
2026_1101_1375,0.3453055515800568
2026_1101_1376,0.08977079745080166
2026_1101_1377,0.5502370578781013
2026_1101_1378,0.08342745837877212
2026_1101_1379,0.4963386323558379
2026_1101_1380,0.7911611398080802
2026_1101_1381,0.5134440221958839
2026_1101_1382,0.2340785038363951
2026_1101_1384,0.8669069390590768
2026_1101_1385,0.014143459934248644
2026_1101_1386,0.11860960224234772
2026_1101_1387,0.055185768065597815
2026_1101_1388,0.039795311061565836
2026_1101_1389,0.48001812199014465
2026_1101_1390,0.0637852761983492
2026_1101_1391,0.6873530890851332
2026_1101_1392,0.44077070550019853
2026_1101_1393,0.09426359807857969
2026_1101_1394,0.5795724384636125
2026_1101_1395,0.04148432110140266
2026_1101_1396,0.29115195853915216
2026_1101_1397,0.021033176027249023
2026_1101_1398,0.5005857960510945
2026_1101_1399,0.7530298234575236
2026_1101_1400,0.03299744464399933
2026_1101_1401,0.034617532603535596
2026_1101_1402,0.437940138478662
2026_1101_1403,0.014507938975796688
2026_1101_1404,0.6064233884044222
2026_1101_1405,0.3369458856511248
2026_1101_1406,0.3502715527280401
2026_1101_1407,0.31647760742950876
2026_1101_1408,0.24222213540513987
2026_1101_1409,0.12158322764870665
2026_1101_1410,0.49222236142188114
2026_1101_1411,0.7991499997343363
2026_1101_1412,0.20198431824879837
2026_1101_1413,0.33973556090941986
2026_1101_1414,0.206519139186373
2026_1101_1415,0.49298185933485855
2026_1101_1416,0.035378451842128227
2026_1101_1417,0.03260283599207367
2026_1101_1418,0.6038682584640732
2026_1101_1419,0.845492703159964
2026_1101_1420,0.5029742494069996
2026_1101_1421,0.6136753072824768
2026_1101_1422,0.5526735693516733
2026_1101_1423,0.16896594083687957
2026_1101_1424,0.11101158100359074
2026_1101_1425,0.046775186003778856
2026_1101_1426,0.4108416071749587
2026_1101_1427,0.5872718261893606
2026_1101_1428,0.10496368554302242
2026_1101_1429,0.04223428749611467
2026_1101_1430,0.17024782604483413
2026_1101_1431,0.4804725971913068
2026_1101_1433,0.06815463130265503
2026_1101_1434,0.20632204009220387
2026_1101_1435,0.02611418186095312
2026_1101_1436,0.5451530322912512
2026_1101_1437,0.031098462660883675
2026_1101_1438,0.026597655193724982
2026_1101_1439,0.07312622001812281
2026_1101_1440,0.8258858954347938
2026_1101_1441,0.4622151672037286
2026_1101_1442,0.9137184607918892
2026_1101_1443,0.24724096362301898
2026_1101_1444,0.5903879203148755
2026_1101_1447,0.7638970247341977
2026_1101_1448,0.08563325489249149
2026_1101_1449,0.06940701908657175
2026_1101_1450,0.2512425172557968
2026_1101_1451,0.4810627998664324
2026_1101_1452,0.050221676435017994
2026_1101_1453,0.41889832704029434
2026_1101_1454,0.509663175435062
2026_1101_1455,0.12871146688231858
2026_1101_1456,0.3564521000815218
2026_1101_1457,0.3628056290853475
2026_1101_1458,0.028114481985576308
2026_1101_1459,0.49516382339690374
2026_1101_1460,0.3306866156273627
2026_1101_1461,0.15451905795680676
2026_1101_1462,0.08570230478161259
2026_1101_1463,0.1617198716723688
2026_1101_1464,0.5172136719330603
2026_1101_1465,0.2647237920997861
2026_1101_1466,0.6937139841716617
2026_1101_1467,0.3436482147872955
2026_1101_1468,0.6006404978886776
2026_1101_1469,0.37713662323066993
2026_1101_1470,0.45689908718625954
2026_1101_1471,0.20416956638059286
2026_1101_1472,0.29498579810924636
2026_1101_1473,0.7222775055731898
2026_1101_1474,0.47184911852017036
2026_1101_1475,0.8497431800492334
2026_1101_1476,0.7966057575918967
2026_1101_1477,0.775548383040576
2026_1101_1478,0.7145433726565492
2026_1101_1479,0.7149943628565093
2026_1101_1480,0.7057372183201641
2026_1101_1481,0.7205936375058207
2026_1102_1103,0.10495303738426325
2026_1102_1104,0.010013143704871361
2026_1102_1105,0.7772305137116624
2026_1102_1106,0.7810525849532779
2026_1102_1107,0.658393346643966
2026_1102_1108,0.8492574968037413
2026_1102_1110,0.5197212488455609
2026_1102_1111,0.33542342447578716
2026_1102_1112,0.006548501252482144
2026_1102_1113,0.03811320063523264
2026_1102_1114,0.6875287488455485
2026_1102_1115,0.8532525932413656
2026_1102_1116,0.016414758866897
2026_1102_1117,0.2601402984963748
2026_1102_1119,0.7375546286054218
2026_1102_1120,0.026140641715175134
2026_1102_1122,0.32375571189811075
2026_1102_1123,0.5242954625549366
2026_1102_1124,0.03816201320540495
2026_1102_1125,0.06507265663293958
2026_1102_1126,0.6210154051162367
2026_1102_1127,0.8072510112018275
2026_1102_1129,0.053885717797625354
2026_1102_1130,0.12936795697702355
2026_1102_1131,0.5336473830760916
2026_1102_1132,0.3017663937126689
2026_1102_1133,0.115723586396376
2026_1102_1135,0.486953208971075
2026_1102_1136,0.7148043840422553
2026_1102_1137,0.7126026670067968
2026_1102_1138,0.401120947226792
2026_1102_1139,0.06828301398847623
2026_1102_1140,0.01774306887773289
2026_1102_1141,0.4728507443219174
2026_1102_1142,0.3283276867958221
2026_1102_1143,0.057954868779899284
2026_1102_1144,0.34088971546512736
2026_1102_1145,0.6898613627602732
2026_1102_1146,0.2992340342114788
2026_1102_1148,0.5733122498010342
2026_1102_1149,0.5199195599010519
2026_1102_1150,0.19997920971604266
2026_1102_1151,0.5044111592291409
2026_1102_1152,0.794999286657148
2026_1102_1153,0.02735619108717233
2026_1102_1154,0.6574136625649882
2026_1102_1155,0.02637932632110635
2026_1102_1156,0.5568496352312128
2026_1102_1157,0.3519717570522996
2026_1102_1158,0.1787398992928609
2026_1102_1159,0.5637707830766597
2026_1102_1160,0.0443128247862142
2026_1102_1161,0.06784587468425339
2026_1102_1162,0.34481731287111805
2026_1102_1163,0.010814218720193156
2026_1102_1164,0.8418082170461824
2026_1102_1165,0.24037692768769056
2026_1102_1166,0.06352909029264238
2026_1102_1167,0.6069398303339314
2026_1102_1168,0.2920263981256441
2026_1102_1169,0.23429704125136164
2026_1102_1170,0.6464711913691183
2026_1102_1171,0.4351066042270191
2026_1102_1172,0.12349443535300879
2026_1102_1173,0.05724894723147511
2026_1102_1174,0.4442292436716458
2026_1102_1175,0.8830767883026098
2026_1102_1176,0.48086533426389527
2026_1102_1177,0.06535676035201828
2026_1102_1178,0.3987357970104168
2026_1102_1179,0.2756805530931361
2026_1102_1180,0.34403018049502654
2026_1102_1181,0.00852259299957151
2026_1102_1182,0.13061591265479272
2026_1102_1183,0.7236564917094892
2026_1102_1184,0.5705900674029367
2026_1102_1185,0.557948418736399
2026_1102_1186,0.3859899055624163
2026_1102_1187,0.24431497348357448
2026_1102_1188,0.4988385356116381
2026_1102_1189,0.4313477309988163
2026_1102_1190,0.3162152543656525
2026_1102_1191,0.4202074302839091
2026_1102_1192,0.7621376454016702
2026_1102_1193,0.43918331148081985
2026_1102_1194,0.153254149771556
2026_1102_1195,0.4956319154151051
2026_1102_1196,0.007327771811522771
2026_1102_1197,0.7667771184978549
2026_1102_1198,0.31759978221306717
2026_1102_1199,0.06526264774147288
2026_1102_1200,0.1648108063918191
2026_1102_1201,0.17671504501051724
2026_1102_1202,0.37520111104756226
2026_1102_1203,0.12379824645932133
2026_1102_1204,0.4328580177434575
2026_1102_1205,0.7929005581042253
2026_1102_1206,0.0988941756212372
2026_1102_1207,0.08238710947398763
2026_1102_1208,0.026717375520877124
2026_1102_1209,0.5798335022240845
2026_1102_1210,0.1316924822405568
2026_1102_1211,0.022104641763635947
2026_1102_1212,0.8249327395412834
2026_1102_1213,0.05977343901620878
2026_1102_1214,0.4370321138817523
2026_1102_1217,0.24380522158109572
2026_1102_1218,0.1769721765551224
2026_1102_1219,0.1798016889952449
2026_1102_1220,0.18563731023564584
2026_1102_1221,0.7542154149267297
2026_1102_1222,0.008680368481535895
2026_1102_1223,0.7226796208023992
2026_1102_1224,0.5795568682835024
2026_1102_1225,0.3976847624924662
2026_1102_1226,0.566122006775193
2026_1102_1227,0.15849668975198652
2026_1102_1228,0.013703784223971331
2026_1102_1229,0.11754950008220105
2026_1102_1230,0.6639069310394171
2026_1102_1231,0.028408255479422276
2026_1102_1232,0.27113654329884046
2026_1102_1233,0.4582978552504172
2026_1102_1234,0.02316387238731557
2026_1102_1235,0.009791688915707673
2026_1102_1236,0.4495862526220485
2026_1102_1237,0.699729513287062
2026_1102_1238,0.8258052825478681
2026_1102_1239,0.5532758853523423
2026_1102_1240,0.2828835332395429
2026_1102_1241,0.29930766252429203
2026_1102_1242,0.014945672214037425
2026_1102_1243,0.06779643021504286
2026_1102_1244,0.2468404259391315
2026_1102_1245,0.23075805270471741
2026_1102_1246,0.020672375886134003
2026_1102_1247,0.30416117382617197
2026_1102_1248,0.6684333850925045
2026_1102_1249,0.6279329960205821
2026_1102_1250,0.5589771778314137
2026_1102_1251,0.11479964531652408
2026_1102_1252,0.3351340220840282
2026_1102_1253,0.4633183124405266
2026_1102_1254,0.42776963030239207
2026_1102_1255,0.5514284468315769
2026_1102_1256,0.2899311393450213
2026_1102_1257,0.024640843295886464
2026_1102_1258,0.18945201899254224
2026_1102_1259,0.664853877833257
2026_1102_1260,0.30497021318581347
2026_1102_1261,0.059061315984206594
2026_1102_1262,0.6498917660503466
2026_1102_1263,0.7523735229628844
2026_1102_1264,0.6220493490963045
2026_1102_1265,0.3845650032138166
2026_1102_1266,0.057857831702555755
2026_1102_1267,0.3503006359795465
2026_1102_1268,0.05981978395317739
2026_1102_1269,0.39542846702344064
2026_1102_1270,0.17472787750551952
2026_1102_1271,0.8440418375209474
2026_1102_1272,0.1778373823325751
2026_1102_1273,0.35958686216921204
2026_1102_1274,0.03776238900937997
2026_1102_1275,0.11184262163884363
2026_1102_1276,0.005447390092142187
2026_1102_1277,0.009932863350530095
2026_1102_1278,0.0448121057327251
2026_1102_1279,0.048024070649650724
2026_1102_1280,0.05627626903732243
2026_1102_1281,0.02192708838028507
2026_1102_1282,0.8043300067086413
2026_1102_1283,0.4021642201261289
2026_1102_1284,0.28636042144452056
2026_1102_1285,0.3731606035295788
2026_1102_1286,0.3731200038433682
2026_1102_1287,0.5386491816929233
2026_1102_1288,0.7804348214290916
2026_1102_1290,0.9438464473531255
2026_1102_1291,0.43099374401478174
2026_1102_1292,0.26279262114639057
2026_1102_1293,0.17530450811745182
2026_1102_1294,0.3154176591126844
2026_1102_1295,0.24303232989435777
2026_1102_1296,0.6032489131694821
2026_1102_1297,0.37460361555548316
2026_1102_1298,0.2829561602717666
2026_1102_1299,0.47428180553984967
2026_1102_1300,0.8138605864693411
2026_1102_1301,0.042375657046274086
2026_1102_1303,0.47496383736221154
2026_1102_1304,0.012742674935850353
2026_1102_1305,0.05918862115044312
2026_1102_1306,0.7963407746075787
2026_1102_1307,0.036804535479160815
2026_1102_1308,0.36558813982118155
2026_1102_1309,0.48690314393812717
2026_1102_1310,0.7274383426154286
2026_1102_1311,0.556460184220572
2026_1102_1312,0.6594214945477831
2026_1102_1313,0.6778957400602459
2026_1102_1314,0.025798766752858297
2026_1102_1315,0.49919122896604984
2026_1102_1316,0.7317833607700661
2026_1102_1317,0.1585777556015482
2026_1102_1318,0.5686026367276578
2026_1102_1319,0.6479130398401175
2026_1102_1320,0.13088624866163812
2026_1102_1321,0.04218477951497351
2026_1102_1322,0.6485564821619322
2026_1102_1323,0.08805064410363357
2026_1102_1324,0.40045820863966597
2026_1102_1325,0.37025909913337784
2026_1102_1326,0.025654412120751858
2026_1102_1328,0.036122715150489676
2026_1102_1329,0.04639677616699645
2026_1102_1330,0.47257601599519355
2026_1102_1331,0.6279805885210176
2026_1102_1332,0.05385845024744233
2026_1102_1333,0.15097710553378485
2026_1102_1334,0.17017384804374044
2026_1102_1335,0.2676882515556733
2026_1102_1336,0.07708798808800577
2026_1102_1337,0.31856282699144595
2026_1102_1338,0.08713506538652532
2026_1102_1339,0.2883305061259291
2026_1102_1340,0.3662322559465175
2026_1102_1341,0.8225355342207579
2026_1102_1342,0.6051093541484247
2026_1102_1343,0.39192021326599286
2026_1102_1344,0.0561691080290852
2026_1102_1345,0.012576119765241882
2026_1102_1346,0.37775222804613734
2026_1102_1347,0.5100848313681458
2026_1102_1348,0.1852930095313138
2026_1102_1349,0.2941337424608728
2026_1102_1350,0.216422745747741
2026_1102_1351,0.7328756003660827
2026_1102_1352,0.2397085219336375
2026_1102_1353,0.06733199153279242
2026_1102_1354,0.8626954010087984
2026_1102_1355,0.48715253512261847
2026_1102_1356,0.15276819874811617
2026_1102_1357,0.4967803857494329
2026_1102_1358,0.14335831787372136
2026_1102_1359,0.3105097342694883
2026_1102_1360,0.32642207193143313
2026_1102_1361,0.03660701820496411
2026_1102_1362,0.15063989913588202
2026_1102_1363,0.20783873639145203
2026_1102_1364,0.21530158926198156
2026_1102_1365,0.043544300049915906
2026_1102_1367,0.6212764203769894
2026_1102_1368,0.7003847981388724
2026_1102_1369,0.46604953820987854
2026_1102_1370,0.1426899496827681
2026_1102_1371,0.04516949779804476
2026_1102_1372,0.24862141807336963
2026_1102_1373,0.34829959026603846
2026_1102_1374,0.04518902965740664
2026_1102_1375,0.28262958644404473
2026_1102_1376,0.06861555175142753
2026_1102_1377,0.4774933046876943
2026_1102_1378,0.06366252164644758
2026_1102_1379,0.4240029948146836
2026_1102_1380,0.738892935776875
2026_1102_1381,0.4407972334344936
2026_1102_1382,0.1858598933566293
2026_1102_1384,0.8295111756266472
2026_1102_1385,0.010602831636186898
2026_1102_1386,0.0913402288236807
2026_1102_1387,0.04180643860742106
2026_1102_1388,0.03002867947487442
2026_1102_1389,0.40813361153743866
2026_1102_1390,0.04842793141366785
2026_1102_1391,0.6215323671977099
2026_1102_1392,0.3705749678885906
2026_1102_1393,0.07213349071769322
2026_1102_1394,0.5073250381296475
2026_1102_1395,0.03131668924662566
2026_1102_1396,0.23478043257797104
2026_1102_1397,0.015795432350925804
2026_1102_1398,0.4281573677882318
2026_1102_1399,0.6948984475182466
2026_1102_1400,0.024855969828217226
2026_1102_1401,0.026087116236306246
2026_1102_1402,0.36789862989751204
2026_1102_1403,0.010877074855738408
2026_1102_1404,0.5350888387670162
2026_1102_1405,0.2751495724582123
2026_1102_1406,0.28708947516016936
2026_1102_1407,0.25698029826383173
2026_1102_1408,0.1927481512931683
2026_1102_1409,0.09370287391206078
2026_1102_1410,0.4199863871583203
2026_1102_1411,0.748245003340873
2026_1102_1412,0.15900442087926656
2026_1102_1413,0.27764185343674813
2026_1102_1414,0.16277110708355053
2026_1102_1415,0.42072677693711324
2026_1102_1416,0.026665709792444797
2026_1102_1417,0.02455625072301425
2026_1102_1418,0.5324276719590026
2026_1102_1419,0.8034442990898256
2026_1102_1420,0.430498133384514
2026_1102_1421,0.5426638957989653
2026_1102_1422,0.47995143697923365
2026_1102_1423,0.13185111819313394
2026_1102_1424,0.08531996051099436
2026_1102_1425,0.03535862192533383
2026_1102_1426,0.3424931510607297
2026_1102_1427,0.5152408714843213
2026_1102_1428,0.08054492626214331
2026_1102_1429,0.03188895735969506
2026_1102_1430,0.13289645524741225
2026_1102_1431,0.4085735047249224
2026_1102_1433,0.0518035029461336
2026_1102_1434,0.16260720422064515
2026_1102_1435,0.019636530754421254
2026_1102_1436,0.4723754866755604
2026_1102_1437,0.023414179799799057
2026_1102_1438,0.020002541152700785
2026_1102_1439,0.055653582372163835
2026_1102_1440,0.779890702431694
2026_1102_1441,0.3909920155657007
2026_1102_1442,0.8877728155622462
2026_1102_1443,0.1970083882434317
2026_1102_1444,0.5184548720197434
2026_1102_1447,0.707329402948713
2026_1102_1448,0.06538301704525068
2026_1102_1449,0.05277244349102759
2026_1102_1450,0.20041338944886813
2026_1102_1451,0.4091449424432429
2026_1102_1452,0.03799744853344106
2026_1102_1453,0.3500057999259085
2026_1102_1454,0.43707079367289153
2026_1102_1455,0.09938146234010496
2026_1102_1456,0.2926573353141619
2026_1102_1457,0.29840101581923784
2026_1102_1458,0.021151430524048498
2026_1102_1459,0.4228556549859578
2026_1102_1460,0.26957154632116714
2026_1102_1461,0.12011893193710198
2026_1102_1462,0.06543690683534502
2026_1102_1463,0.12595547069393395
2026_1102_1464,0.4445208040329217
2026_1102_1465,0.21193926002550223
2026_1102_1466,0.6285086429614454
2026_1102_1467,0.28114388983601485
2026_1102_1468,0.529071760909748
2026_1102_1469,0.31143139402211206
2026_1102_1470,0.38590727705178496
2026_1102_1471,0.16081838095329987
2026_1102_1472,0.2381213370934716
2026_1102_1473,0.6601742474236654
2026_1102_1474,0.4002463047653119
2026_1102_1475,0.8085896476267267
2026_1102_1476,0.745261476592523
2026_1102_1477,0.7207518298856626
2026_1102_1478,0.6515450046915404
2026_1102_1479,0.65204705818257
2026_1102_1480,0.641769727901475
2026_1102_1481,0.6582919795415434
2026_1103_1104,0.07940711973445526
2026_1103_1105,0.9674838749620241
2026_1103_1106,0.9681754123010631
2026_1103_1107,0.9426491130112092
2026_1103_1108,0.9796108505567881
2026_1103_1110,0.9022333032819766
2026_1103_1111,0.8114725254510395
2026_1103_1112,0.05322235087894436
2026_1103_1113,0.25256610048120476
2026_1103_1114,0.9494036388165259
2026_1103_1115,0.9802316363244264
2026_1103_1116,0.1245904100379228
2026_1103_1117,0.74990838245162
2026_1103_1119,0.9599464583005105
2026_1103_1120,0.18627287134240902
2026_1103_1122,0.8032604246083495
2026_1103_1123,0.9038385018313397
2026_1103_1124,0.2528173794551356
2026_1103_1125,0.3724779013196574
2026_1103_1126,0.9332191397252024
2026_1103_1127,0.972764191332775
2026_1103_1129,0.3269230810687822
2026_1103_1130,0.5589260168305018
2026_1103_1131,0.9070517362417301
2026_1103_1132,0.7865850838594358
2026_1103_1133,0.5274219502413491
2026_1103_1135,0.8900414138524184
2026_1103_1136,0.9553061860842929
2026_1103_1137,0.9548438572405278
2026_1103_1138,0.8510127698231784
2026_1103_1139,0.3846150921423699
2026_1103_1140,0.13348448518664185
2026_1103_1141,0.8843883210757008
2026_1103_1142,0.8065278359420687
2026_1103_1143,0.3441114264123381
2026_1103_1144,0.8151807187716316
2026_1103_1145,0.9499237294044413
2026_1103_1146,0.7845557094415954
2026_1103_1148,0.919734210291895
2026_1103_1149,0.9023033617948295
2026_1103_1150,0.6806887664634731
2026_1103_1151,0.8966929891443568
2026_1103_1152,0.9706505001587824
2026_1103_1153,0.1934554518226441
2026_1103_1154,0.9424133353984953
2026_1103_1155,0.1876918921880082
2026_1103_1156,0.914647524145019
2026_1103_1157,0.8224418848103507
2026_1103_1158,0.6498670822202357
2026_1103_1159,0.9168153402826107
2026_1103_1160,0.2833726202247513
2026_1103_1161,0.38298526590455406
